date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:59:01	1674/1674	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d42205-68a%22	https://spacexsol.xyz/wp-content/plugins/theplus_elementor_addon/assets/js/main/pre-loader/plus-pre-loader-extra-transition.min.js?ver=5.1.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/theplus_elementor_addon/assets/js/main/pre-loader/plus-pre-loader-extra-transition.min0e7d.js	(from https://spacexsol.xyz/)
02:59:01	8315/8315	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d42205-207b%22	https://spacexsol.xyz/wp-content/plugins/theplus_elementor_addon/assets/js/main/pre-loader/plus-pre-loader.min.js?ver=5.1.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/theplus_elementor_addon/assets/js/main/pre-loader/plus-pre-loader.min0e7d.js	(from https://spacexsol.xyz/)
02:59:01	56004/56004	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Dec%202023%2010:59:01%20GMT	https://spacexsol.xyz/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-json/wp/v2/pages/2.json	(from https://spacexsol.xyz/)
02:59:02	219993/219993	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Dec%202023%2010:59:02%20GMT	https://spacexsol.xyz/wp-json/	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-json/index.html	(from https://spacexsol.xyz/)
02:59:02	2153/2153	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Dec%202023%2010:59:02%20GMT	https://spacexsol.xyz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspacexsol.xyz%2F	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-json/oembed/1.0/embedeb7d.json	(from https://spacexsol.xyz/)
02:59:02	2346/2346	---MCZ	200	added ('OK')	text/xml	date:Fri,%2029%20Dec%202023%2010:59:02%20GMT	https://spacexsol.xyz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fspacexsol.xyz%2F&format=xml	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-json/oembed/1.0/embedaa33	(from https://spacexsol.xyz/)
02:59:02	10409/10409	---M--	200	added ('OK')	image/png	etag:%2264fda858-28a9%22	https://spacexsol.xyz/wp-content/uploads/2023/09/IMAGE-2023-09-10-12_23_08-150x150.png	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/uploads/2023/09/IMAGE-2023-09-10-12_23_08-150x150.png	(from https://spacexsol.xyz/)
02:59:03	32062/32062	---M--	200	added ('OK')	image/png	etag:%2264fda858-7d3e%22	https://spacexsol.xyz/wp-content/uploads/2023/09/IMAGE-2023-09-10-12_23_08-300x300.png	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/uploads/2023/09/IMAGE-2023-09-10-12_23_08-300x300.png	(from https://spacexsol.xyz/)
02:59:04	55751/55751	---MCZ	200	added ('OK')	text/css	etag:W/%2264244566-d9c7%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-all.min.css	(from https://spacexsol.xyz/)
02:59:04	26625/26625	---MCZ	200	added ('OK')	text/css	etag:W/%2264244566-6801%22	https://spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-v4-shims.css	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/unlimited-elements-for-elementor-premium/assets_libraries/font-awesome5/css/fontawesome-v4-shims.css	(from https://spacexsol.xyz/)
02:59:05	0/0	---M--	200	added ('OK')	text/css	etag:%2264245585-0%22	https://spacexsol.xyz/wp-content/uploads/ac_assets/uc_sexy_social_buttons/uc_sexy_social_buttons.css	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/uploads/ac_assets/uc_sexy_social_buttons/uc_sexy_social_buttons.css	(from https://spacexsol.xyz/)
02:59:05	172139/172139	---M--	200	added ('OK')	image/png	etag:%2264fda858-2a06b%22	https://spacexsol.xyz/wp-content/uploads/2023/09/IMAGE-2023-09-10-12_23_08.png	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/uploads/2023/09/IMAGE-2023-09-10-12_23_08.png	(from https://spacexsol.xyz/)
02:59:05	43026/43026	---M--	200	added ('OK')	image/jpeg	etag:%2264fdacbd-a812%22	https://spacexsol.xyz/wp-content/uploads/2023/09/image-1.jpeg	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/uploads/2023/09/image-1.jpg	(from https://spacexsol.xyz/)
02:59:06	21438/21438	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fda515-53be%22	https://spacexsol.xyz/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-includes/js/jquery/ui/core.min3f14.js	(from https://spacexsol.xyz/)
02:59:06	3402/3402	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fda515-d4a%22	https://spacexsol.xyz/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.2	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-includes/js/jquery/ui/mouse.min3f14.js	(from https://spacexsol.xyz/)
02:59:06	85832/85832	---M--	200	added ('OK')	image/jpeg	etag:%2264fdadaf-14f48%22	https://spacexsol.xyz/wp-content/uploads/2023/09/image-2-scaled-e1694346671665-768x1024.jpeg	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/uploads/2023/09/image-2-scaled-e1694346671665-768x1024.jpg	(from https://spacexsol.xyz/)
02:59:08	24/24	---M--	301	error ('Moved%20Permanently')	text/plain	date:Fri,%2029%20Dec%202023%2010:59:07%20GMT	http://spacexsol.xyz/wp-content/uploads/theplus-addons/theplus-post-2.min.js?ver=1703639133	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/uploads/theplus-addons/theplus-post-2.min874c.js	(from https://spacexsol.xyz/)
02:59:08	10728/10728	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fda515-29e8%22	https://spacexsol.xyz/wp-includes/js/jquery/ui/slider.min.js?ver=1.13.2	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-includes/js/jquery/ui/slider.min3f14.js	(from https://spacexsol.xyz/)
02:59:08	13229/13229	---MCZ	200	added ('OK')	application/javascript	etag:W/%22658b785d-33ad%22	https://spacexsol.xyz/wp-content/uploads/theplus-addons/theplus-post-2.min.js?ver=1703639133	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/uploads/theplus-addons/theplus-post-2.min874c.js	(from https://spacexsol.xyz/)
02:59:09	18321/18321	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fda515-4791%22	https://spacexsol.xyz/wp-includes/js/jquery/ui/draggable.min.js?ver=1.13.2	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-includes/js/jquery/ui/draggable.min3f14.js	(from https://spacexsol.xyz/)
02:59:09	1179/1179	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fda515-49b%22	https://spacexsol.xyz/wp-includes/js/jquery/jquery.ui.touch-punch.js?ver=0.2.2	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-includes/js/jquery/jquery.ui.touch-punchc682.js	(from https://spacexsol.xyz/)
02:59:10	5485/5485	---MCZ	200	added ('OK')	application/javascript	etag:W/%226426ccdb-156d%22	https://spacexsol.xyz/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.12.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min695d.js	(from https://spacexsol.xyz/)
02:59:10	4997/4997	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265715260-1385%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.18.1	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/js/webpack.runtime.min110d.js	(from https://spacexsol.xyz/)
02:59:10	60173/60173	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265715260-eb0d%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.18.1	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/js/frontend-modules.min110d.js	(from https://spacexsol.xyz/)
02:59:11	8171/8171	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fda515-1feb%22	https://spacexsol.xyz/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://spacexsol.xyz/)
02:59:11	6625/6625	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654dd106-19e1%22	https://spacexsol.xyz/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://spacexsol.xyz/)
02:59:12	115127/115127	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654dd106-1c1b7%22	https://spacexsol.xyz/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://spacexsol.xyz/)
02:59:12	4627/4627	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fda515-1213%22	https://spacexsol.xyz/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-includes/js/dist/hooks.min2ebd.js	(from https://spacexsol.xyz/)
02:59:13	9445/9445	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264fda515-24e5%22	https://spacexsol.xyz/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-includes/js/dist/i18n.minf92f.js	(from https://spacexsol.xyz/)
02:59:13	24380/24380	---MCZ	200	added ('OK')	application/javascript	etag:W/%226426ccdb-5f3c%22	https://spacexsol.xyz/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.12.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor-pro/assets/js/frontend.min695d.js	(from https://spacexsol.xyz/)
02:59:13	12198/12198	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265715260-2fa6%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://spacexsol.xyz/)
02:59:14	40436/40436	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265715260-9df4%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.18.1	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/js/frontend.min110d.js	(from https://spacexsol.xyz/)
02:59:14	29635/29635	---MCZ	200	added ('OK')	application/javascript	etag:W/%226426ccdb-73c3%22	https://spacexsol.xyz/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.12.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min695d.js	(from https://spacexsol.xyz/)
02:59:15	3721/3721	---MCZ	200	added ('OK')	application/javascript	etag:W/%226426ccdb-e89%22	https://spacexsol.xyz/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.12.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min695d.js	(from https://spacexsol.xyz/)
02:59:16	95300/95300	---M--	200	added ('OK')	font/woff2	etag:%2265715260-17444%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.25.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons080a.woff2	(from https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.25.0)
02:59:16	215824/215824	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2234b10-60be46733edf7%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.25.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons080a.eot	(from https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.25.0)
02:59:17	215664/215664	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2265715260-34a70%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.25.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons080a.ttf	(from https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.25.0)
02:59:18	116780/116780	---M--	200	added ('OK')	font/woff	etag:%2265715260-1c82c%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.25.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons080a.woff	(from https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.25.0)
02:59:18	324625/324625	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265715260-4f411%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.25.0	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons080a.svg	(from https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.25.0)
02:59:19	716/716	---MCZ	200	added ('OK')	text/css	etag:W/%2260ffd47f-2cc%22	https://spacexsol.xyz/wp-content/themes/blank-canvas/variables.css	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/themes/blank-canvas/variables.css	(from https://spacexsol.xyz/wp-content/themes/blank-canvas/style.css?ver=6.4.2)
02:59:20	291285/291285	---M--	200	added ('OK')	image/jpeg	etag:%22645c154c-471d5%22	https://spacexsol.xyz/wp-content/uploads/2023/05/152-scaled.jpg	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/uploads/2023/05/152-scaled.jpg	(from https://spacexsol.xyz/wp-content/uploads/elementor/css/post-2.css?ver=1703639133)
02:59:20	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-60be46734670f%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
02:59:20	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-60be46734670f%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
02:59:20	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2265715260-12bdc%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
02:59:21	90060/90060	---M--	200	added ('OK')	font/woff	etag:%2265715260-15fcc%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
02:59:21	134040/134040	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2265715260-20b98%22	https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/https___spacexsol.xyz/spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://spacexsol.xyz/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
